time	total_energy	polar_energy
1042	-0.13152199999999992	2.863756
1043	-0.2022034511999998	3.813214
1044	-0.1839140736000003	2.009992
1045	-0.1817913407999998	3.430562
1046	-0.1757300000000006	4.033644
1047	-0.1906170672000002	2.381016
1048	-0.13967799999999997	2.879878
1049	-0.23939501600000063	5.489268
1050	-0.1305019999999999	3.37047
1051	-0.4087393631999997	4.646952
1052	-0.044143251199999956	0.37124
1053	-0.06923120479999997	-0.011908
1054	-0.18524999999999991	4.70462
1055	-0.07100761680000009	-1.338398
1056	0.08695950159999993	-0.777656
1057	-0.09568399999999999	-0.367498
1058	-0.03184619599999999	-0.297282
1059	-0.21786931600000012	-1.89186
1060	0.005511724799999968	-0.36126
1061	-0.06912815280000001	-0.479764
1062	-0.05220800000000003	-0.371448
1063	-0.10444743279999999	-0.843766
1064	-0.1027039824	0.298942
1065	-0.07512450399999998	-0.526268
1066	-0.2214308991999998	3.37083
1067	-0.13943200000000022	2.764732
1068	-0.17531635919999963	3.438758
1069	-0.17956445440000007	1.546498
1070	-0.16579717599999955	4.01233
1071	-0.15469199999999983	3.423302
1072	-0.3493672216	4.86996
1073	-0.14551422719999993	1.807906
1074	-0.08071799999999962	2.721756
1075	-0.12450200000000011	3.707128
1076	-0.06602599999999997	-0.154388
1077	-0.06646799999999997	2.83894
1078	-0.3416516680000003	6.420794
1079	-1.8287948840000006	11.129156
1080	-1.2058102648000006	8.751394
1081	-1.3247658663999995	8.874844
1082	-2.5157401831999997	11.50784
1083	-1.5230956688	9.936808
1084	-0.9731840424000002	8.93232
1085	-2.2749166695999996	11.357678
1086	-0.09095399999999998	1.326034
1087	-0.10630448000000012	-0.78017
1088	-0.34362923599999934	5.302232
1089	0.015870809599999994	0.495172
1090	-0.10702999999999996	1.192542
1091	-0.11954599999999971	2.086512
1092	-0.10322400000000043	2.57191
1093	-0.11362199999999989	1.117058
1094	-0.15048800000000018	4.242534
1095	-0.3366692991999999	5.128048
1096	-0.11514200000000008	2.686064
1097	-0.03855344719999997	-0.827032
1098	-0.14774715199999994	0.58956
1099	-0.07642200000000002	0.010916
1100	-0.12301461359999978	-1.09754
1101	-0.04505106159999989	-1.24342
1102	-0.08338356400000019	-1.413542
1103	-0.13912199039999995	0.173304
1104	-0.16441295519999993	-0.982892
1105	-1.7316644392000002	9.785536
1106	-0.5783052208000006	7.347872
1107	-1.1556424215999994	5.203522
1108	-0.3436400712000001	0.78228
1109	-0.2676776935999998	3.008168
1110	-0.04105444159999996	0.1451
1111	-0.04606673360000001	-0.939398
1112	-0.01635381680000012	-1.500648
1113	-0.45840233680000003	-0.405906
1114	-0.05204200000000003	-0.691648
1115	0.11461119040000003	-1.092836
1116	-0.05136599999999991	-0.794276
1117	-0.1252141160000001	-1.427586
1118	-0.36951427280000004	2.846072
1119	-0.27423437199999895	6.507558
1120	-0.2005992464000003	5.619022
1121	-0.04440402159999991	-0.923182
1122	-0.03769961360000001	-0.754468
1123	-0.15922400000000003	3.409838
1124	-0.07554978879999998	-0.36666
1125	-0.10537199999999997	0.394198
1126	-0.21805199999999925	6.11953
1127	-0.13758599999999976	3.975486
1128	-0.3442136583999995	4.03788
1129	-0.07412200000000008	-0.361424
1130	-0.18443332160000037	3.78489
1131	-0.1745331112000002	4.022242
1132	-0.1294599999999999	3.236676
1133	-0.19935654319999996	3.255288
1134	-0.14479399999999965	2.800152
1135	-0.12015200000000004	2.039084
1136	-0.09868200000000016	2.684668
1137	-0.30542714800000037	4.108118
1138	-0.13307000000000002	2.87235
1139	-0.15703799999999912	4.509686
1140	-0.1184940000000001	2.76585
1141	-0.2903867551999995	2.108452
1142	-0.24223775040000006	3.799422
1143	-0.20315497279999972	3.231732
1144	0.036801999999999946	-0.395758
1145	-0.09338399999999991	2.762058
1146	-0.05290999999999979	2.839004
1147	-0.1673859999999996	2.628232
1148	-0.09684400000000037	2.466354
1149	-0.13812199999999963	3.098742
1150	-0.05714000000000008	-0.550116
1151	-0.106128	3.13528
1152	-0.11253400000000013	3.27498
1153	-0.18525108799999968	2.8984
1154	-0.16152999999999995	3.432936
1155	-0.7325027407999998	3.651624
1156	-0.1367203919999997	3.47085
1157	-0.14932199999999973	4.366108
1158	-0.12244400000000022	2.29885
1159	-0.17360967600000005	3.710816
1160	-0.08447400000000016	3.057228
1161	-0.40633556560000017	7.444886
1162	-0.1941600000000001	5.210702
1163	-0.5210269119999997	5.48684
1164	-0.2384674904000001	3.51908
1165	-0.08345400000000014	3.585048
1166	-0.16356951279999982	3.200088
1167	-0.1166579999999997	2.760184
1168	-0.23642460640000004	4.370796
1169	-0.1410960000000001	3.955388
1170	-0.142366	4.010532
1171	-0.1491549231999998	3.410152
1172	-0.3178862687999995	5.729936
1173	-0.23009805440000003	2.93505
1174	-0.20689298320000116	4.40863
1175	-0.3122710104000004	4.20932
1176	-0.15070400000000017	4.353128
1177	-0.4746531639999999	0.480874
1178	-0.42664738880000036	3.71826
1179	-0.12266599999999972	3.87101
1180	-0.25412026959999995	4.625438
1181	-0.15882399999999963	3.360002
1182	-0.27569079919999995	3.470872
1183	-0.2530875567999999	4.060188
1184	-0.18904799999999966	4.065456
1185	-0.3039339999999999	4.427944
1186	-0.27979215439999994	-0.186466
1187	-0.24930427360000001	2.705386
1188	-0.039237999999999995	-0.464954
1189	-0.3141605712000003	3.951226
1190	-0.09913799999999995	2.110998
1191	-0.2207635960000003	2.020946
1192	-0.1553239999999998	3.552104
1193	-0.08950799999999992	2.415376
1194	-0.1687479999999999	4.729306
1195	-0.2714408399999999	2.083734
1196	-0.06790799999999986	-0.638628
1197	-0.153802	1.076964
1198	0.06991057040000001	0.24163
1199	-0.31748103439999964	4.052946
1200	-0.09538999999999964	3.320688
1201	-0.1609360000000004	4.005624
1202	-0.048003999999999936	-0.961756
1203	-0.09657550959999989	-1.15834
1204	-0.13473294000000002	0.27014
